"@timestamp","_id","_index","_score","_type","api_version",apikey,"app_id","call_cid","channel_cid","client_request_id","collect_time","data_stream.dataset","data_stream.namespace","data_stream.type","envoy-attempt-count","envoy-is-timeout-retry","error_code","error_message","error_message_5xx",filename,host,hostname,httpversion,level,msg,"operation_type",product,"read_request_body_time",referrer,request,"request_id","request_size","request_time",response,"response_size",service,"source_type","stream-auth-type","stream_region","stream_shard","text_metadata",time,"trace_id",type,"user_agent","user_id",verb,"write_response_body_time","x-stream-client"
"Jun 5, 2025 @ 18:00:17.546",cDVAQZcBIFjtb5w1XXHK,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",teu3shkdh2rv,"1,219,120","(empty)","(empty)","(empty)","Jun 5, 2025 @ 18:00:17.551",logs,production,chat,1,"(empty)",4,"{""code"":4,""message"":""QueryChannels failed with error: \""invalid cid value, did you pass a channel id instead of channel cid?\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.172.71","us-east-c6-chat-api-10-5-27-154.p.us-east-1b","HTTP/1.1",warning,"access log",QueryChannels,chat,0,"(empty)","/channels?connection_id=67d96793-0a05-4812-0200-0000116174c1&api_key=teu3shkdh2rv","c34d29ae-1e39-417e-85a3-39e9c6227579",167,1,400,243,"chat-api",vector,jwt,"us-east",c6,"{
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.546",NotSampled,chat,"Pdb / 2.81.1(1862); com.android.vending; (samsung; SM-A546E; SDK 34; Android 14)",3669672,POST,0,"stream-chat-android-6.15.10|os=Android 14|api_version=34|device_model=samsung SM-A546E|offline_enabled=true|app=Pdb|app_version=2.81.1"
"Jun 5, 2025 @ 18:00:17.546",3jdBQZcBywZ65pD9pyqh,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",2yseny4xrb8q,"1,150,952","(empty)","(empty)","18bfa44b-4f10-4ab4-8d1f-c2f24b3d0d83","Jun 5, 2025 @ 18:00:17.583",logs,production,chat,1,"(empty)",70,"{""code"":70,""message"":""QueryChannels failed with error: \""29 channels match your query but cannot be returned because you don't have access to them. Did you forget to include {members: $in: [\""2971171\""]}?\"""",""StatusCode"":403,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.135.170","us-east-c5-chat-api-10-5-18-254.p.us-east-1b","HTTP/1.1",warning,"access log",QueryChannels,chat,0,"(empty)","/channels?user_id=2971171&connection_id=67d957ed-0a05-1214-0200-000005866e5f&api_key=2yseny4xrb8q","2b9981a5-e92e-43df-8525-45799d1af074",141,35,403,323,"chat-api",vector,jwt,"us-east",c5,"{
  ""filters"": {},
  ""pager"": {
    ""limit"": 30,
    ""max_limit"": 30,
    ""max_offset"": 15000
  },
  ""query"": ""SELECT \""channel\"".* FROM \""channels\"" AS \""channel\"" WHERE (channel.app_pk = 1150952) AND (channel.deleted_at IS NULL) ORDER BY channel.last_message_at DESC NULLS LAST LIMIT 30"",
  ""sort"": [
    {
      ""field"": ""last_message_at"",
      ""direction"": -1
    }
  ],
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.546",NotSampled,chat,"CollX/1063 CFNetwork/3826.500.131 Darwin/24.5.0",2971171,POST,0,"stream-chat-react-native-ios-5.44.3"
"Jun 5, 2025 @ 18:00:17.542","ezhBQZcBywZ65pD97Y-z",".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",3c3f79gcn223,"1,179,563","(empty)","(empty)","(empty)","Jun 5, 2025 @ 18:00:17.557",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 87173525 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.3.140.100","dublin-c6-chat-api-10-3-52-116.p.eu-west-1c","HTTP/1.1",warning,"access log",UnreadCounts,chat,0,"(empty)","/unread?user_id=87173525","1dc327a2-9de6-443b-baa7-f78d9d11c0a8",0,2,404,207,"chat-api",vector,jwt,dublin,c6,"{
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.542",NotSampled,chat,"okhttp/3.14.9","(empty)",GET,0,"-"
"Jun 5, 2025 @ 18:00:17.542",uxVAQZcBZCWg1ZHjfrD9,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",b54xhzhskz6c,"1,131,068","(empty)","messaging:64314b8a-e6f8-4dfe-8a61-993e23e4d7fd","(empty)","Jun 5, 2025 @ 18:00:17.549",logs,production,chat,1,"(empty)",18,"{""code"":18,""message"":""SendEvent failed with error: \""Channel messaging:64314b8a-e6f8-4dfe-8a61-993e23e4d7fd does not support events of type typing.stop\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.29.122.103","ohio-c4-chat-api-10-29-55-84.p.us-east-2c","HTTP/1.1",warning,"access log",SendEvent,chat,0,"(empty)","/channels/messaging/64314b8a-e6f8-4dfe-8a61-993e23e4d7fd/event?api_key=b54xhzhskz6c","dc01ac1c-580f-4266-9a05-1e645779abf8",32,2,400,270,"chat-api",vector,jwt,ohio,c4,"{
  ""channel_cid"": ""messaging:64314b8a-e6f8-4dfe-8a61-993e23e4d7fd"",
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.542",NotSampled,chat,"GameChanger/0 CFNetwork/3826.500.131 Darwin/24.5.0","03099ad8-bd0a-490d-9404-0b8db0ba0221",POST,0,"stream-chat-uikit-client-v4.72.0|app=GameChanger|app_version=2025.11.1|os=iOS 18.5|device_model=iPhone16,1|device_screen_ratio=3.00"
"Jun 5, 2025 @ 18:00:17.542",x2NAQZcBi3KOrRc0W09E,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",xfv74pfx4j7w,"1,377,854","(empty)","(empty)","(empty)","Jun 5, 2025 @ 18:00:17.544",logs,production,chat,1,"(empty)",4,"{""code"":4,""message"":""CommitMessage failed with error: \""Message with id fcbded30-412b-11f0-8cad-92b408db90cd doesn't exist\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.3.155.153","dublin-c3-chat-api-10-3-44-202.p.eu-west-1b","HTTP/1.1",warning,"access log",CommitMessage,chat,0,"(empty)","/messages/fcbded30-412b-11f0-8cad-92b408db90cd/commit?api_key=xfv74pfx4j7w","eb5fca46-c117-4bcd-a092-08b484869ac9",0,1,400,241,"chat-api",vector,jwt,dublin,c3,"{
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.542",NotSampled,chat,"Go-http-client/2.0","(empty)",POST,0,"stream-go-client-7.8.1"
"Jun 5, 2025 @ 18:00:17.537",O2NAQZcBi3KOrRc0bsDF,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",5atrzgj57x69,"76,633","(empty)","livestream:Session_376752","(empty)","Jun 5, 2025 @ 18:00:17.541",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""DeleteChannel failed with error: \""Can't find channel with id livestream:Session_376752\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.167.230","us-east-c6-chat-api-10-5-68-240.p.us-east-1d","HTTP/1.1",warning,"access log",DeleteChannel,chat,0,"(empty)","/channels/livestream/Session_376752?api_key=5atrzgj57x69","9e6b7eb8-603b-45fe-a012-8457df2ff0f3",0,3,404,228,"chat-api",vector,jwt,"us-east",c6,"{
  ""channel_cid"": ""livestream:Session_376752"",
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.537",NotSampled,chat,"unirest-java/1.3.11","(empty)",DELETE,0,"-"
"Jun 5, 2025 @ 18:00:17.528",1PRAQZcBCYUJnuLCXRQ2,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",5atrzgj57x69,"76,633","(empty)","livestream:Backstage_376761","(empty)","Jun 5, 2025 @ 18:00:17.536",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""DeleteChannel failed with error: \""Can't find channel with id livestream:Backstage_376761\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.167.230","us-east-c6-chat-api-10-5-65-43.p.us-east-1d","HTTP/1.1",warning,"access log",DeleteChannel,chat,0,"(empty)","/channels/livestream/Backstage_376761?api_key=5atrzgj57x69","5ccf838f-1367-4f3c-81d4-4214b7ffeb9b",0,3,404,230,"chat-api",vector,jwt,"us-east",c6,"{
  ""channel_cid"": ""livestream:Backstage_376761"",
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.528",NotSampled,chat,"unirest-java/1.3.11","(empty)",DELETE,0,"-"
"Jun 5, 2025 @ 18:00:17.526",VhZAQZcBZCWg1ZHjnD8V,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",dqhfr6rvwfjt,"1,372,159","(empty)","messaging:xvE0uQMo28moSPhSHg1T","(empty)","Jun 5, 2025 @ 18:00:17.537",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""MarkRead failed with error: \""Can't find channel with id messaging:xvE0uQMo28moSPhSHg1T\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.112.13","us-east-c8-chat-api-10-5-34-61.p.us-east-1c","HTTP/1.1",warning,"access log",MarkRead,chat,0,"(empty)","/channels/messaging/xvE0uQMo28moSPhSHg1T/read?api_key=dqhfr6rvwfjt","398ec314-5f50-461f-bcf1-cfc7af10cbbb","-1",3,404,228,"chat-api",vector,jwt,"us-east",c8,"{
  ""channel_cid"": ""messaging:xvE0uQMo28moSPhSHg1T"",
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.526",NotSampled,chat,"Go-http-client/2.0","(empty)",POST,0,"stream-go-client-7.7.0"
"Jun 5, 2025 @ 18:00:17.525",lGFAQZcBH0ruz8mWeovo,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",y4tp4akjeb49,"61,795","(empty)","(empty)","0b8b763f-38e5-40d6-a74b-4c52fc1bb390","Jun 5, 2025 @ 18:00:17.565",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""UpdateUsersPartial failed with error: \""target ID not found: 65d64a55-f045-4161-b901-dad244ee2e1e\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.123.225","us-east-c3-chat-api-10-5-67-197.p.us-east-1d","HTTP/1.1",warning,"access log",UpdateUsersPartial,chat,0,"(empty)","/users?api_key=y4tp4akjeb49","cb8c9515-598c-407d-9877-dfa577fbaea0","32,772",38,404,238,"chat-api",vector,jwt,"us-east",c3,"{
  ""user_ids"": [
    ""65d64a55-f045-4161-b901-dad244ee2e1e"",
    ""426e0c9a-d959-43d5-98dd-45b03a8fc20e"",
    ""632a6ac95001a600010027cc"",
    ""60c6779ff564fe0042019db0"",
    ""a5371b4b-b45e-4a13-a47d-6f28a6f50c91"",
    ""5f9aea36c3552d0044008c01"",
    ""ec4c77c7-08c1-45e7-afae-0a358e53a5f0"",
    ""644ec9e47c6873000100005f"",
    ""7b2988a0-43dd-47fa-93d7-c9ee11e6da40"",
    ""dab6d3fb-7f4e-4c28-8c53-e3c643782e5f"",
    ""e57f22fd-4c38-4576-99e0-1bfe18286d8e"",
    ""c80db2da-6e65-4ed9-93d1-76017acaa625"",
    ""285d9276-57f6-4056-a8da-87ee57633f75"",
    ""85578f0e-d481-412f-bdd2-51e15902cae1"",
    ""e8019de1-e2e6-45cb-b8fa-1e129f4a0062"",
    ""f607ce53-acf9-469e-bd00-4476296fc74e"",
    ""40e4c34b-e69b-4f32-bd82-87d610747067"",
    ""6a242f3b-aed2-436b-89fb-bdd6d7380a20"",
    ""a44e8374-32b8-47b6-826a-bd9a4db12d89"",
    ""653acb5840784d0001004c32"",
    ""fe1e3b68-27de-41c5-be9f-ecd78c704506"",
    ""e150b3ab-bf11-473f-8fa9-714f3cb9e5ba"",
    ""7667f341-f84b-49e6-b4c6-6c5de373fecc"",
    ""27e96d57-cfef-4758-b597-d2f969aff4ec"",
    ""76091942-b48f-4cb3-96f1-43bb9800bf49"",
    ""f6f6ca34-6788-4b2f-a10f-561724fd39db"",
    ""64095d010f498a0001003ffb"",
    ""fc8e364f-7bff-495c-a955-1389d5f2d816"",
    ""646f7f7e84802800010013e3"",
    ""0c84080b-23b3-4a5d-a36e-c27eef997b19"",
    ""1a8db0cf-a048-43fa-8e37-d6768e00e974"",
    ""eae5846f-c7f4-4337-abb2-d6b82c5e7367"",
    ""54b2c4d7-c185-44e3-8f66-ea5639c9b02a"",
    ""acad15a4-34b6-4a7c-802e-d341e7d8b575"",
    ""f7bc61c5-eaa3-45de-97b7-0915206d32dc"",
    ""f810332c-bdcb-4f6b-9fcd-b3ce33680a61"",
    ""aa3807e8-c799-416a-b62d-dd46eb330df0"",
    ""6164075a31675b0043002823"",
    ""8287c3e6-413b-4ffd-b09e-2c4a109d796a"",
    ""38d3c10c-55f1-4faa-ae6e-099f06f5077e"",
    ""63b1604c96f4840001003137"",
    ""626295a0-b22e-4108-9489-64fd178d0303"",
    ""56605fec-0d9e-4c87-b41e-19287b883c77"",
    ""161ccd3b-520a-426a-bfb1-baba4cfeba62"",
    ""9bd77d80-981c-4bc0-bb73-09ae5b0a1b8d"",
    ""bdc55ad8-3af9-4ca0-bbc9-84fd7dd2e514"",
    ""5068712a-04e0-44ef-93c2-a06976e7d1bf"",
    ""3cec0f1d-64a9-4b18-98ef-c97d7a1b6291"",
    ""44c9fcb6-181f-4050-889c-df56528d3bd0"",
    ""f706c140-c306-4f4b-8d00-32e1406fc1a2"",
    ""d011d95a-4a9f-4d66-b050-a7fd64717d8a"",
    ""8119b3fd-2050-4b8f-9b49-95387c6a1d57"",
    ""c7248a5d-ad4e-4955-9ba4-e045ddc0f2f6"",
    ""4f24a76c-1944-467c-a12f-158f33b2f46d"",
    ""38df6bd7-2f25-4e56-9be4-7997517125bb"",
    ""e983088e-393a-461d-a5e9-ab35a7025f88"",
    ""5f364742-a179-4639-a23b-fcbb19fe6ed5"",
    ""8973521f-530d-4fb9-b6af-51fe5f858e5e"",
    ""a4708bff-f9fd-49fe-84e2-f1e2976cd1c2"",
    ""645533c05633ec0001000715"",
    ""87ec9b07-0b8a-4872-bc2c-47fd7af348ba"",
    ""ed8e06ad-b796-4b68-aa48-30dea7c9d035"",
    ""f6325437-b79d-43d6-a41f-395d55089d21"",
    ""3b358987-fcf8-4c9f-a4ff-a53f5f6fd8e8"",
    ""60a131f3e86e070042001140"",
    ""06fdf32d-9b86-4439-9bcb-384374ce0155"",
    ""885a0602-860f-419b-96c8-b51952550c46"",
    ""822ee3d9-8b5f-41ef-a32c-92116964f019"",
    ""742debc9-4be2-48ef-b6a3-509e626cf351"",
    ""db80d801-3c79-45b7-8ff2-9ebe4bc705eb"",
    ""4d191ba9-45f4-499c-9c5f-dcb2365ec170"",
    ""fde7c19c-2eb5-460c-97ba-0f3963781b7a"",
    ""8ee9ac6f-8cee-40de-ad4d-66ec1cdba733"",
    ""643844afc1e78100010001a7"",
    ""8fa8e1f0-f6c8-43ad-b090-36d9ecd83799"",
    ""6192654d0b11ca0043004239"",
    ""35c36183-39fd-4034-a87b-513a91469999"",
    ""640635312c82f60001002f5b"",
    ""e84d0b45-8f17-41cd-950d-fbf23cf47df9"",
    ""0a7a4224-daa0-4adb-9ccd-5145820d09ab"",
    ""0f315f6f-dc75-41ae-ab4c-a45bce46780f"",
    ""df7056ab-64e3-425e-be84-91fa4ae1b902"",
    ""92fcd832-7c6e-4d19-b405-a7cf915c8e65"",
    ""64b6f9c5525a8b0001014cc0"",
    ""65172f2465aec00001001c8c"",
    ""63fe9ab21d62a10001000cd8"",
    ""5c4a6165-cfc9-4578-85cb-ce2bc99de5b0"",
    ""82db2a05-d4f4-4095-b0a6-4148f33a8423"",
    ""4a2b2769-3312-427c-a7fa-97dfa33888a5"",
    ""241d3a4d-e2e4-414a-82c5-d36d0af8895b"",
    ""6346f0c14949600001000235"",
    ""48ae86d5-d838-4f51-ae25-fa6f20c61fc6"",
    ""639e19cc7158cc00010000d3"",
    ""fc70d924-1dcc-45c0-9269-e4fa33975442"",
    ""60da217a3b0b510043000169"",
    ""6ed02f8b-bc54-4dfd-bcc3-7a9a6da90362"",
    ""5b3f727dbe182ccff2138cb3"",
    ""5779448e-3769-4232-aae1-2609acf98527"",
    ""8517e07c-b8cf-4364-8035-d11a2685be39"",
    ""63d14cc84f95e00001004237""
  ],
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.525",NotSampled,chat,"axios/1.8.4","(empty)",PATCH,0,"stream-chat-js-v8.57.6-node"
"Jun 5, 2025 @ 18:00:17.522","-mJAQZcBH0ruz8mWqrn_",".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",bpf7b5f898xj,"1,266,177","(empty)","(empty)","(empty)","Jun 5, 2025 @ 18:00:17.530",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1-94f6d0b542bd31309553446e66f3297ef4816a4b36c2dc964e762c3e129f54347eae877587770a958b0a71fca5a25277826651c2 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.3.115.134","dublin-c5-chat-api-10-3-56-135.p.eu-west-1c","HTTP/1.1",warning,"access log",UnreadCounts,chat,0,"(empty)","/unread?user_id=1-94f6d0b542bd31309553446e66f3297ef4816a4b36c2dc964e762c3e129f54347eae877587770a958b0a71fca5a25277826651c2&api_key=bpf7b5f898xj","9c99f956-2320-4625-bd5d-649dc00b289c",0,4,404,305,"chat-api",vector,jwt,dublin,c5,"{
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.522",NotSampled,chat,"okhttp/4.12.0","(empty)",GET,0,"stream-java-client-1.29.0"
"Jun 5, 2025 @ 18:00:17.521",CcdCQZcBzvK3ZTgxAczL,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",5atrzgj57x69,"76,633","(empty)","livestream:Session_376761","(empty)","Jun 5, 2025 @ 18:00:17.526",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""DeleteChannel failed with error: \""Can't find channel with id livestream:Session_376761\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.167.230","us-east-c6-chat-api-10-5-19-192.p.us-east-1b","HTTP/1.1",warning,"access log",DeleteChannel,chat,0,"(empty)","/channels/livestream/Session_376761?api_key=5atrzgj57x69","963f7f3e-4c1e-41c9-a538-f57d049801db",0,2,404,228,"chat-api",vector,jwt,"us-east",c6,"{
  ""channel_cid"": ""livestream:Session_376761"",
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.521",NotSampled,chat,"unirest-java/1.3.11","(empty)",DELETE,0,"-"
"Jun 5, 2025 @ 18:00:17.520",N2NAQZcBH0ruz8mWtgGn,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",fqbqnw4wf5zh,"1,343,904","(empty)","(empty)","64efa563-07cd-4d59-a7ba-776d63b6d058","Jun 5, 2025 @ 18:00:17.525",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""DeleteDevice failed with error: \""user 192279 does not have device with id fJKlAb3tRkaWlk7lA08bwV:APA91bHpZ4vWRvYPD9o6FPZIcZwIOc66lNgtXMp9CE03fJyDIWULTjvwUdfcXzbwLIVeGs25C3h7bpyB_uvgiPW5llvgisC7E2spBc0vuiRVf5JD19u8ubs\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.9.133.246","mumbai-c1-chat-api-10-9-19-213.p.ap-south-1a","HTTP/1.1",warning,"access log",DeleteDevice,video,0,"(empty)","/video/devices?user_id=192279&connection_id=681356d2-0a09-1198-0200-000001b5328f&api_key=fqbqnw4wf5zh&id=fJKlAb3tRkaWlk7lA08bwV:APA91bHpZ4vWRvYPD9o6FPZIcZwIOc66lNgtXMp9CE03fJyDIWULTjvwUdfcXzbwLIVeGs25C3h7bpyB_uvgiPW5llvgisC7E2spBc0vuiRVf5JD19u8ubs","c20f80bf-57de-4c20-8f7d-c518cab4a983",0,5,404,358,"chat-api",vector,jwt,mumbai,c1,"{
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.520",NotSampled,chat,"okhttp/4.9.2",192279,DELETE,0,"stream-video-react_native-v1.11.5|client_bundle=browser-esm"
"Jun 5, 2025 @ 18:00:17.515",OGNAQZcBi3KOrRc0bsDF,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",5atrzgj57x69,"76,633","(empty)","livestream:Backstage_376783","(empty)","Jun 5, 2025 @ 18:00:17.519",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""DeleteChannel failed with error: \""Can't find channel with id livestream:Backstage_376783\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.167.230","us-east-c6-chat-api-10-5-68-240.p.us-east-1d","HTTP/1.1",warning,"access log",DeleteChannel,chat,0,"(empty)","/channels/livestream/Backstage_376783?api_key=5atrzgj57x69","17edc337-0d09-4c13-b9ff-1f2c4046db8f",0,3,404,230,"chat-api",vector,jwt,"us-east",c6,"{
  ""channel_cid"": ""livestream:Backstage_376783"",
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.515",NotSampled,chat,"unirest-java/1.3.11","(empty)",DELETE,0,"-"
"Jun 5, 2025 @ 18:00:17.510",XhRAQZcBZCWg1ZHjUrqc,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",zur4d4uxuey7,"1,128,588","(empty)","messaging:user-412036-contact-1368054908","0f8563d0-7e2b-470b-903f-ebaa9e6e51f8","Jun 5, 2025 @ 18:00:17.517",logs,production,chat,1,"(empty)",4,"{""code"":4,""message"":""GetOrCreateChannel failed with error: \""The following users are involved in channel create operation, but don't exist: [contact-1368054908]. Please create the user objects before setting up the channel.\"""",""StatusCode"":400,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.160.68","us-east-c4-chat-api-10-5-78-171.p.us-east-1d","HTTP/1.1",warning,"access log",GetOrCreateChannel,chat,0,"(empty)","/channels/messaging/user-412036-contact-1368054908/query?api_key=zur4d4uxuey7","3022b8b0-c7bd-40ae-81df-1e5b68993ea6",282,5,400,342,"chat-api",vector,jwt,"us-east",c4,"{
  ""channel_cid"": ""messaging:user-412036-contact-1368054908"",
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.510",NotSampled,chat,"axios/1.8.3","(empty)",POST,0,"stream-chat-javascript-client-node-8.56.0"
"Jun 5, 2025 @ 18:00:17.508",NmNAQZcBi3KOrRc0bsDF,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",5atrzgj57x69,"76,633","(empty)","livestream:Session_376783","(empty)","Jun 5, 2025 @ 18:00:17.513",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""DeleteChannel failed with error: \""Can't find channel with id livestream:Session_376783\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.167.230","us-east-c6-chat-api-10-5-68-240.p.us-east-1d","HTTP/1.1",warning,"access log",DeleteChannel,chat,0,"(empty)","/channels/livestream/Session_376783?api_key=5atrzgj57x69","7c6fefe5-2768-4794-b768-ab62e0f1c63b",0,3,404,228,"chat-api",vector,jwt,"us-east",c6,"{
  ""channel_cid"": ""livestream:Session_376783"",
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.508",NotSampled,chat,"unirest-java/1.3.11","(empty)",DELETE,0,"-"
"Jun 5, 2025 @ 18:00:17.501",C2NAQZcBi3KOrRc0ee6B,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",bpf7b5f898xj,"1,266,177","(empty)","(empty)","(empty)","Jun 5, 2025 @ 18:00:17.507",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""UnreadCounts failed with error: \""the user 1-c7a2d5e147be3d31955d19676df3297ff5d56a4a33c5d1964e71796f17c8046e7efcd5243c765e3552be9a614b15f2a456bc26f8 does not exist\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.3.112.96","dublin-c5-chat-api-10-3-26-228.p.eu-west-1a","HTTP/1.1",warning,"access log",UnreadCounts,chat,0,"(empty)","/unread?user_id=1-c7a2d5e147be3d31955d19676df3297ff5d56a4a33c5d1964e71796f17c8046e7efcd5243c765e3552be9a614b15f2a456bc26f8&api_key=bpf7b5f898xj","a4aa0fff-5135-4733-8e78-e5e0b0a88bb3",0,5,404,305,"chat-api",vector,jwt,dublin,c5,"{
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.501",NotSampled,chat,"okhttp/4.12.0","(empty)",GET,0,"stream-java-client-1.29.0"
"Jun 5, 2025 @ 18:00:17.501",BMdCQZcBzvK3ZTgxAczL,".ds-chat-logs-production-2025.06.05-000515","-","_doc","(empty)",5atrzgj57x69,"76,633","(empty)","livestream:Backstage_376801","(empty)","Jun 5, 2025 @ 18:00:17.503",logs,production,chat,1,"(empty)",16,"{""code"":16,""message"":""DeleteChannel failed with error: \""Can't find channel with id livestream:Backstage_376801\"""",""StatusCode"":404,""duration"":""0.00ms"",""more_info"":""https://getstream.io/chat/docs/api_errors_response"",""details"":[]}","(empty)","/var/log/chat.json.access.log","10.5.167.230","us-east-c6-chat-api-10-5-19-192.p.us-east-1b","HTTP/1.1",warning,"access log",DeleteChannel,chat,0,"(empty)","/channels/livestream/Backstage_376801?api_key=5atrzgj57x69","4777b7cb-3e64-48cc-9eb7-8c6cbc0b7529",0,2,404,230,"chat-api",vector,jwt,"us-east",c6,"{
  ""channel_cid"": ""livestream:Backstage_376801"",
  ""version"": """"
}
","Jun 5, 2025 @ 18:00:17.501",NotSampled,chat,"unirest-java/1.3.11","(empty)",DELETE,0,"-"
